Official division,Name type,Administrative area name,Administrative level,Description,Comment,Part of,MAEASaM ID,Geometry,resourceid
,Primary name,Krachi West,Level 2,,,,ADMIN-GHA-000000157,,c7003ea7-26c7-4196-a016-66dd0dc87faf
,Primary name,Ga Central Municipal,Level 2,,,,ADMIN-GHA-000000156,,4f7d2caf-e081-4d6e-bf80-702ece220d3b
,Primary name,Ga West,Level 2,,,,ADMIN-GHA-000000155,,cc7feb14-1245-4e1a-b764-624ffb908ff9
,Primary name,Ga South,Level 2,,,,ADMIN-GHA-000000154,,8ccd3cb2-de1b-42e9-81a4-4c87cd45469e
,Primary name,Accra Metropolis,Level 2,,,,ADMIN-GHA-000000153,,592364c5-d92a-4034-9511-8eb5d5679855
,Primary name,Ga East,Level 2,,,,ADMIN-GHA-000000152,,185105c0-35cf-4b35-9bf8-dacc23a5ea5a
,Primary name,La Nkwantanang Madina,Level 2,,,,ADMIN-GHA-000000151,,98f9f139-cc2c-45db-9fc5-6110b72f08a2
,Primary name,Awutu Senya East Municipal,Level 2,,,,ADMIN-GHA-000000150,,3879e481-8321-43ad-be44-db55c060cfdf
,Primary name,Awutu Senya West,Level 2,,,,ADMIN-GHA-000000149,,3a219f02-3b4b-40df-8fa9-810d59379afd
,Primary name,Twifo Ati-Morkwa,Level 2,,,,ADMIN-GHA-000000148,,64ebf8af-6665-464c-b6d4-134232990ba9
,Primary name,Twifo Lower Denkyira,Level 2,,,,ADMIN-GHA-000000147,,fcff9bbf-5318-463b-9d99-4007823c84f3
,Primary name,Ekumfi,Level 2,,,,ADMIN-GHA-000000146,,25b7d265-bd0c-4ad1-a483-39a1f69e6c01
,Primary name,Mfantsiman,Level 2,,,,ADMIN-GHA-000000145,,71ea6d18-0c4b-4a18-afee-5e62d246188a
,Primary name,Wassa Amenfi Central,Level 2,,,,ADMIN-GHA-000000144,,975ad196-e546-4af7-9e64-846f7922a594
,Primary name,Wassa Amenfi West,Level 2,,,,ADMIN-GHA-000000143,,f1643b0e-774b-4fb0-b69d-5870afc59188
,Primary name,Mpohor,Level 2,,,,ADMIN-GHA-000000142,,de3b86f8-1e2c-47e7-ace8-350c2df043e0
,Primary name,Wassa East,Level 2,,,,ADMIN-GHA-000000141,,91590c94-d43e-42b3-961f-518d82de6757
,Primary name,Builsa North,Level 2,,,,ADMIN-GHA-000000190,,2adaea10-d237-4e9d-b1c9-5c88e088acf9
,Primary name,Builsa South,Level 2,,,,ADMIN-GHA-000000189,,cdedd291-15f5-4ce8-8a9a-54d34b0084cf
,Primary name,Nabdam,Level 2,,,,ADMIN-GHA-000000188,,d52e7072-3ec4-4bd7-9fe8-352c656db49a
,Primary name,Talensi,Level 2,,,,ADMIN-GHA-000000187,,c520290a-4326-4a50-9956-ec205ccaf0ac
,Primary name,Nandom,Level 2,,,,ADMIN-GHA-000000186,,e6216481-5ce5-4615-9962-e56e1f4aaa72
,Primary name,Lawra,Level 2,,,,ADMIN-GHA-000000185,,56a8577d-3436-440a-8a0a-bfe2261102a3
,Primary name,Daffiama Bussie,Level 2,,,,ADMIN-GHA-000000184,,70e89136-a847-48ee-821c-1fc8d3454070
,Primary name,Nadowli-Kaleo,Level 2,,,,ADMIN-GHA-000000183,,bfbae3a5-f8c6-4f44-9e85-9be69faf8109
,Primary name,Dormaa West,Level 2,,,,ADMIN-GHA-000000182,,526024b9-5295-40c4-a2af-a9e9f1ece33d
,Primary name,Dormaa Municipal,Level 2,,,,ADMIN-GHA-000000181,,a6a39339-ea90-44dc-9546-d4b95c0fb6e0
,Primary name,West Akim,Level 2,,,,ADMIN-GHA-000000180,,fa547b54-5312-4bd1-8edd-99f04b17a1d1
,Primary name,Upper West Akim,Level 2,,,,ADMIN-GHA-000000179,,33a75625-a136-431a-82bc-008220b3becb
,Primary name,East Akim,Level 2,,,,ADMIN-GHA-000000178,,dab3eeda-5a85-4a06-972c-a43d7dbe0bc2
,Primary name,Ayensuano,Level 2,,,,ADMIN-GHA-000000177,,7bf93112-a841-4aae-8370-2941bac79311
,Primary name,Suhum Municipal,Level 2,,,,ADMIN-GHA-000000176,,eaf761d8-64fe-4724-b5a3-ff288c59f752
,Primary name,Kwahu Afram Plains North,Level 2,,,,ADMIN-GHA-000000175,,097952f1-49a3-4d9c-9aa7-d9c872286e66
,Primary name,Kwahu Afram Plains South,Level 2,,,,ADMIN-GHA-000000174,,975b0de6-7b54-4059-9302-d72debc99321
,Primary name,Kwaebibirem,Level 2,,,,ADMIN-GHA-000000173,,291746e9-9dd3-4f00-a92e-24b09a163e0d
,Primary name,Denkyembour,Level 2,,,,ADMIN-GHA-000000172,,45d05605-0a04-4909-8b4a-77c390b04158
,Primary name,Akwapem South,Level 2,,,,ADMIN-GHA-000000171,,a6d3bc50-7e0e-4c3e-84c9-7823f7f2ab76
,Primary name,Nsawam Adoagyiri,Level 2,,,,ADMIN-GHA-000000170,,625a31c3-701a-4b1c-9e19-d003ac8b2e08
,Primary name,Central Tongu,Level 2,,,,ADMIN-GHA-000000169,,9210622b-e011-46de-bab6-d5c8fb6947c7
,Primary name,North Tongu,Level 2,,,,ADMIN-GHA-000000168,,96b827d1-1f07-4fd0-a5f5-c3cc71c2871e
,Primary name,Kpando Municipal,Level 2,,,,ADMIN-GHA-000000167,,78a22b43-73f9-4033-9a38-334f6ff1532e
,Primary name,North Dayi,Level 2,,,,ADMIN-GHA-000000166,,4381ff25-ec26-44d9-993c-0ef5bfd9c6ff
,Primary name,Sekyere Afram Plains North,Level 2,,,,ADMIN-GHA-000000215,,0f8a0fcd-b9aa-4391-b8c9-27ecf9068eb5
,Primary name,Sekyere Afram Plains,Level 2,,,,ADMIN-GHA-000000214,,251fe507-6f3b-4c6b-914c-58f0c368062b
,Primary name,Tain,Level 2,,,,ADMIN-GHA-000000213,,97047a08-6907-489c-ab59-bc881671f275
,Primary name,Jaman North,Level 2,,,,ADMIN-GHA-000000212,,6c042d6d-d312-4073-bab6-822a61ecde0c
,Primary name,Banda,Level 2,,,,ADMIN-GHA-000000211,,a5237848-f6e2-492a-af98-9950e47f1b78
,Primary name,Techiman North,Level 2,,,,ADMIN-GHA-000000210,,466c3b08-afe8-4f11-9e7e-d6ed42ae2e53
,Primary name,Techiman Municipal,Level 2,,,,ADMIN-GHA-000000209,,af24fd1c-7875-4047-9aa0-62741322e45a
,Primary name,Asutifi South,Level 2,,,,ADMIN-GHA-000000208,,6d7f91b3-5407-42fa-8dfa-1f44f289fe08
,Primary name,Ahafo Ano North,Level 2,,,,ADMIN-GHA-000000207,,4b75f780-3fc2-4626-bf0a-0110dbdf7846
,Primary name,Asutifi North,Level 2,,,,ADMIN-GHA-000000206,,81410755-9112-4f27-8e00-be5d6c7cc639
,Primary name,Sene West,Level 2,,,,ADMIN-GHA-000000205,,eba039ba-2455-4179-89d2-fd0e1766518f
,Primary name,Sene East,Level 2,,,,ADMIN-GHA-000000204,,e6ee997a-dacb-4bd3-9b14-1d37fde7a44a
,Primary name,Tatale,Level 2,,,,ADMIN-GHA-000000203,,2f7728d4-5da0-4168-b57c-e38ebd937f2e
,Primary name,Zabzugu,Level 2,,,,ADMIN-GHA-000000202,,60c745ac-2cb8-449c-a417-3b5a66bfdf1d
,Primary name,Mamprugu Moagduri,Level 2,,,,ADMIN-GHA-000000201,,df981da8-9518-4d4d-a989-048db616c4ac
,Primary name,West Mamprusi,Level 2,,,,ADMIN-GHA-000000200,,041a8589-5213-4f42-b831-68de55f7855d
,Primary name,Kumbumgu,Level 2,,,,ADMIN-GHA-000000199,,34f860e5-48c6-49c4-8478-3f6b0b606f31
,Primary name,Tolon,Level 2,,,,ADMIN-GHA-000000198,,de1c68e6-ee71-4340-ac09-6f07ea6d3208
,Primary name,Yendi Municipal,Level 2,,,,ADMIN-GHA-000000197,,258e1c68-dab3-4c69-b711-55a43b75e8f6
,Primary name,Mion,Level 2,,,,ADMIN-GHA-000000196,,ef148067-c6c9-49a3-83b4-73dd00485baa
,Primary name,West Gonja,Level 2,,,,ADMIN-GHA-000000195,,14910df3-002a-456a-8223-6eab13d16240
,Primary name,North Gonja,Level 2,,,,ADMIN-GHA-000000194,,90facea8-3c30-4a10-960a-78790cb985cf
,Primary name,Bawku Municipal,Level 2,,,,ADMIN-GHA-000000193,,3b58e040-b2b1-4de9-a870-fb4cb92a2ec8
,Primary name,Pusiga,Level 2,,,,ADMIN-GHA-000000192,,8a79d42a-11c3-4ead-bee9-b3b2917a8c0a
,Primary name,Binduri,Level 2,,,,ADMIN-GHA-000000191,,7fbf772a-c6eb-4da1-95b1-8a80a75b150d
,Primary name,Contuboel,Level 2,,,,ADMIN-GNB-000000013,,18f34764-1370-4c90-b37d-bddf46e26336
,Primary name,Bambadinca,Level 2,,,,ADMIN-GNB-000000012,,97642bb8-bd73-439d-befd-eb80571e01e6
,Primary name,Bafata,Level 2,,,,ADMIN-GNB-000000011,,d964b724-3882-4ddd-a90d-4f54b5f3c30a
,Primary name,Tombali,Level 1,,,,ADMIN-GNB-000000010,,1827f24d-a583-44ca-99b7-0a8a6e973aad
,Primary name,Sector Autonomo De Bissau,Level 1,,,,ADMIN-GNB-000000009,,1e0562fd-4c38-49f6-b60d-c80dfc219899
,Primary name,Quinara,Level 1,,,,ADMIN-GNB-000000008,,1097f60a-d66e-4c2b-b3f0-a9898eaab53b
,Primary name,Oio,Level 1,,,,ADMIN-GNB-000000007,,a065a269-efad-4526-92a7-1fa45abd24fb
,Primary name,Gabu,Level 1,,,,ADMIN-GNB-000000006,,f628a2cb-a756-4674-9ea4-52ed7c82e54d
,Primary name,Cacheu,Level 1,,,,ADMIN-GNB-000000005,,af78658c-ec6a-4ba6-bab3-5b5a033d0c4c
,Primary name,Bolama/bijagos,Level 1,,,,ADMIN-GNB-000000004,,2e1c72b0-0d8c-4a83-ac7f-e99332bef954
,Primary name,Biombo,Level 1,,,,ADMIN-GNB-000000003,,5a6457e1-7eef-4d46-b555-20e626c17ff5
,Primary name,Bafata,Level 1,,,,ADMIN-GNB-000000002,,95d2756c-c72d-4d0e-bc54-d5a72437d8aa
,Primary name,Guinea-Bissau,Level 0,,,,ADMIN-GNB-000000001,,a8572a0c-8bad-460e-804b-6d482da3f2fa
,Primary name,Afadzato South,Level 2,,,,ADMIN-GHA-000000227,,b95d4df5-c99e-4adb-9d9c-ef101bb4e576
,Primary name,Sagnerigu,Level 2,,,,ADMIN-GHA-000000226,,0b83edee-5110-4a29-af28-a5917e8cf133
,Primary name,Tamale North Sub Metro,Level 2,,,,ADMIN-GHA-000000225,,b417e6d5-db48-4096-9676-609632d49383
,Primary name,Kpone Katamanso,Level 2,,,,ADMIN-GHA-000000224,,f8065d4a-674e-4743-8083-c709dfdb41e3
,Primary name,Ashaiman,Level 2,,,,ADMIN-GHA-000000223,,075627a0-8fed-4ea0-91d3-1ae6871ae372
,Primary name,Tema Metropolis,Level 2,,,,ADMIN-GHA-000000222,,f48b8b87-6451-4502-b11b-7358c84754a4
,Primary name,Wassa Amenfi East,Level 2,,,,ADMIN-GHA-000000221,,5dc3e178-7270-4a48-bf05-89795f79ec87
,Primary name,Ejisu Juaben,Level 2,,,,ADMIN-GHA-000000220,,1e162e7b-d63b-4a12-a1da-dfc880c4eeb8
,Primary name,Kma,Level 2,,,,ADMIN-GHA-000000219,,45ab00da-71df-40eb-af23-f2e57726693f
,Primary name,Asokore Mampong Municipal,Level 2,,,,ADMIN-GHA-000000218,,05aa9103-35c0-4862-8926-78e1e66d4a8e
,Primary name,Asante Akim Central Municipal,Level 2,,,,ADMIN-GHA-000000217,,da262fd9-b963-4757-9dcf-7abb08ce8c9b
,Primary name,Asante Akim North,Level 2,,,,ADMIN-GHA-000000216,,3a6f83af-da94-41ae-aa72-adafe5379094
,Primary name,Nhacra,Level 2,,,,ADMIN-GNB-000000039,,d213fb4a-a1c0-4619-aa08-474f72bd6cd6
,Primary name,Mansoa,Level 2,,,,ADMIN-GNB-000000038,,f79e0143-9d3e-47e1-a323-13b4ead0c16c
,Primary name,Mansaba,Level 2,,,,ADMIN-GNB-000000037,,3b5dbc3f-d8ba-495f-8389-451eaa5c636e
,Primary name,Farim,Level 2,,,,ADMIN-GNB-000000036,,a3e8c914-5104-4567-b04c-aec3ac4f93e8
,Primary name,Bissora,Level 2,,,,ADMIN-GNB-000000035,,87b1f003-5c8f-40c2-95a4-c7dab1f327fa
,Primary name,Sonaco,Level 2,,,,ADMIN-GNB-000000034,,f720149c-1ba8-4d5b-b890-67c12ac3abf5
,Primary name,Pitche,Level 2,,,,ADMIN-GNB-000000033,,f0005c38-0626-4688-817e-4c07f5d21fb3
,Primary name,Pirada,Level 2,,,,ADMIN-GNB-000000032,,8489d372-12b8-4643-ba47-af644bb4eca4
,Primary name,Gabu,Level 2,,,,ADMIN-GNB-000000031,,5160e5a9-9494-4bc1-ade5-a102bba92c8d
,Primary name,Boe,Level 2,,,,ADMIN-GNB-000000030,,e19e852b-9012-42db-8610-d8c52c43ca1d
,Primary name,Sao Domingos,Level 2,,,,ADMIN-GNB-000000029,,f962ee4d-7578-4690-bdf6-aa9442f29e45
,Primary name,Canchungo,Level 2,,,,ADMIN-GNB-000000028,,7639c4a7-0013-4957-9b5d-63b84d85ecc9
,Primary name,Caio,Level 2,,,,ADMIN-GNB-000000027,,670bf4aa-b002-47f9-ad08-cdf19e678b39
,Primary name,Cacheu/calequisse,Level 2,,,,ADMIN-GNB-000000026,,12952903-2c50-4977-b486-2ff83063a49e
,Primary name,Bula,Level 2,,,,ADMIN-GNB-000000025,,3ddca562-1e10-4cba-b597-92721e5fd8b9
,Primary name,Bigene,Level 2,,,,ADMIN-GNB-000000024,,7cc125b0-ddcd-4b96-948f-3afa7103f650
,Primary name,Uno,Level 2,,,,ADMIN-GNB-000000023,,790a7b2e-ba14-4bd5-9bd0-62facc451091
,Primary name,Caravela,Level 2,,,,ADMIN-GNB-000000022,,5d78caef-46f6-422e-98d2-1d716289ab27
,Primary name,Bubaque,Level 2,,,,ADMIN-GNB-000000021,,b0896d68-caa7-451b-adbf-1cbfd1b99d86
,Primary name,Bolama,Level 2,,,,ADMIN-GNB-000000020,,2af5bac7-5d5d-41e3-b4fa-8e1b20d56d10
,Primary name,Safim,Level 2,,,,ADMIN-GNB-000000019,,1cd2ad4e-447f-473d-b37e-884f570e1aa3
,Primary name,Quinhamel,Level 2,,,,ADMIN-GNB-000000018,,6d2a199f-b4db-4a05-8a7d-6fe772a9d8ec
,Primary name,Prabis,Level 2,,,,ADMIN-GNB-000000017,,8376bc4c-7d6c-4de9-aeb5-9bd8aaf969de
,Primary name,Xitole,Level 2,,,,ADMIN-GNB-000000016,,fd742a52-b82a-4505-a51d-79faa203d16f
,Primary name,Gamamudo/ganadu,Level 2,,,,ADMIN-GNB-000000015,,65c3e8c5-281c-4cfb-8df9-5e224299dc64
,Primary name,Galomaro/cosse,Level 2,,,,ADMIN-GNB-000000014,,96f4fe44-1224-4a70-bab0-d7d122358f3b
Cercle,Primary name,Gao,Level 2,,,,ADMIN-MLI-000000013,,418848f3-0e46-4b33-a4d4-afe4d9327b9d
Cercle,Primary name,Bourem,Level 2,,,,ADMIN-MLI-000000012,,5268318a-8c79-46ab-ac13-6565a26bd7e8
Cercle,Primary name,Ansongo,Level 2,,,,ADMIN-MLI-000000011,,f2f18f4a-9846-43ae-8935-1b2f8186390e
Region,Primary name,Bamako,Level 1,,,,ADMIN-MLI-000000010,,42a5f2ed-e894-4457-adb3-df93730026ae
Region,Primary name,Tombouctou,Level 1,,,,ADMIN-MLI-000000009,,47c7ebae-98fa-44d3-882a-32b1928bf92b
Region,Primary name,Sikasso,Level 1,,,,ADMIN-MLI-000000008,,60062661-6967-49b9-8a97-43a5562eeceb
Region,Primary name,Segou,Level 1,,,,ADMIN-MLI-000000007,,d3b68e9b-2920-41f2-a449-cbacc91d0178
Region,Primary name,Mopti,Level 1,,,,ADMIN-MLI-000000006,,54f9f379-5602-46b4-beca-6fa0d50c6d43
Region,Primary name,Koulikoro,Level 1,,,,ADMIN-MLI-000000005,,003a9b0f-eb44-4a37-8bb9-64f8d9fab3d6
Region,Primary name,Kidal,Level 1,,,,ADMIN-MLI-000000004,,c73b6210-92ee-48cb-8755-d684335f9a6f
Region,Primary name,Kayes,Level 1,,,,ADMIN-MLI-000000003,,a3d3e2bc-2afc-46ce-b6ab-9131b049080b
Region,Primary name,Gao,Level 1,,,,ADMIN-MLI-000000002,,57ac24d6-208b-46b7-968b-23c6f88f8e39
National,Primary name,Mali,Level 0,,,,ADMIN-MLI-000000001,,ca61f9ba-2ce2-42bc-8d12-c30c85dce8e7
,Primary name,Quebo,Level 2,,,,ADMIN-GNB-000000049,,5c588acb-75bb-4dd8-bb2e-93854df27cf7
,Primary name,Komo,Level 2,,,,ADMIN-GNB-000000048,,000dc0b0-09ec-46ed-804a-f12b23c6bc49
,Primary name,Catio,Level 2,,,,ADMIN-GNB-000000047,,ef993129-37c4-4389-9708-f17c55436bca
,Primary name,Cacine,Level 2,,,,ADMIN-GNB-000000046,,b63f1c6c-ccd4-4bce-ad34-410a0616b7a4
,Primary name,Bedanda,Level 2,,,,ADMIN-GNB-000000045,,330de2a0-61ae-4da3-9f50-3a1a8525eb68
,Primary name,Sector Autonomo De Bissau,Level 2,,,,ADMIN-GNB-000000044,,1274be80-74c0-4104-93c0-c21e51e9b8a4
,Primary name,Tite,Level 2,,,,ADMIN-GNB-000000043,,e81065c7-7405-4162-a58a-6e05dcf4f340
,Primary name,Fulacunda,Level 2,,,,ADMIN-GNB-000000042,,f1b64c04-38fe-4055-9d80-42df3cbd219e
,Primary name,Empada,Level 2,,,,ADMIN-GNB-000000041,,4ad4702e-1c40-4657-bd37-b83dde342525
,Primary name,Buba,Level 2,,,,ADMIN-GNB-000000040,,d57f5632-2472-4b8e-bb61-c3425f12644c
Cercle,Primary name,Douentza,Level 2,,,,ADMIN-MLI-000000035,,c8532c93-a35d-44a3-8a70-7f06e5df3955
Cercle,Primary name,Djenne,Level 2,,,,ADMIN-MLI-000000034,,d2726b43-b000-4181-93db-24ab88cb3e13
Cercle,Primary name,Bankass,Level 2,,,,ADMIN-MLI-000000033,,34f54d9c-c35f-47f2-995b-1c406046caac
Cercle,Primary name,Bandiagara,Level 2,,,,ADMIN-MLI-000000032,,34e17932-2433-4e14-b17a-2693112c2317
Cercle,Primary name,Nara,Level 2,,,,ADMIN-MLI-000000031,,9442684f-c6b6-47f5-b841-abab565cb802
Cercle,Primary name,Koulikoro,Level 2,,,,ADMIN-MLI-000000030,,2a308e48-4448-4064-b6d5-146307180716
Cercle,Primary name,Kolokani,Level 2,,,,ADMIN-MLI-000000029,,0bf1968e-8653-4681-8165-7a1e9a220150
Cercle,Primary name,Kangaba,Level 2,,,,ADMIN-MLI-000000028,,095485bf-9265-4584-b8be-5e99b60a4df8
Cercle,Primary name,Dioila,Level 2,,,,ADMIN-MLI-000000027,,fe781cd5-b34c-4f74-9d7c-7b271665abdf
Cercle,Primary name,Banamba,Level 2,,,,ADMIN-MLI-000000026,,901d5fdf-8bc1-4b55-8015-72fd8a1102e2
Cercle,Primary name,Tin-Essako,Level 2,,,,ADMIN-MLI-000000025,,d379ae3d-9e6e-43fb-8e02-cfa0e9dced93
Cercle,Primary name,Tessalit,Level 2,,,,ADMIN-MLI-000000024,,4552e443-7b56-4752-a732-64ba362a5870
Cercle,Primary name,Kidal,Level 2,,,,ADMIN-MLI-000000023,,aebe235a-a2d9-4cdb-91f1-2ecaed5b2578
Cercle,Primary name,Abeibara,Level 2,,,,ADMIN-MLI-000000022,,ac497ad6-fe9e-4168-99bd-f1c780e7efa4
Cercle,Primary name,Yelimane,Level 2,,,,ADMIN-MLI-000000021,,fb1f7d61-7c31-4eca-b880-5fcb72dd2f7a
Cercle,Primary name,Nioro,Level 2,,,,ADMIN-MLI-000000020,,9b3c2225-812b-4e6c-922d-7a77b70acfc9
Cercle,Primary name,Kita,Level 2,,,,ADMIN-MLI-000000019,,fc52d701-5ba8-4f74-9de4-54430e9c8ed0
Cercle,Primary name,Kenieba,Level 2,,,,ADMIN-MLI-000000018,,248520ba-0984-429c-bbfb-caeac0bc0960
Cercle,Primary name,Kayes,Level 2,,,,ADMIN-MLI-000000017,,5415b55c-a398-4102-8e94-1b86df123c17
Cercle,Primary name,Diema,Level 2,,,,ADMIN-MLI-000000016,,78cba47c-3897-4f24-851d-54ad8a7a3bca
Cercle,Primary name,Bafoulabe,Level 2,,,,ADMIN-MLI-000000015,,2e7ce263-fbfb-46d4-a300-1e3ad6bc5ca0
Cercle,Primary name,Menaka,Level 2,,,,ADMIN-MLI-000000014,,15c8c770-2256-4dc5-8a33-5e8fc6a48112
Cercle,Primary name,Niafunke,Level 2,,,,ADMIN-MLI-000000057,,18e1cb9f-2ecd-48aa-8e0e-3d63c3385054
Cercle,Primary name,Gourma-Rharous,Level 2,,,,ADMIN-MLI-000000056,,bc4a206a-d53f-4d9c-9159-a005e6ef35e6
Cercle,Primary name,Goundam,Level 2,,,,ADMIN-MLI-000000055,,ed565d08-8bc4-4577-af67-fafd24237318
Cercle,Primary name,Dire,Level 2,,,,ADMIN-MLI-000000054,,7d4b861e-bdd9-4ddd-a38c-cb281f0ed646
Cercle,Primary name,Yorosso,Level 2,,,,ADMIN-MLI-000000053,,ac90a62e-68d4-451b-9c0a-3099f195879e
Cercle,Primary name,Yanfolila,Level 2,,,,ADMIN-MLI-000000052,,1cea299d-f335-4101-9dfa-3dbd3d5b4339
Cercle,Primary name,Sikasso,Level 2,,,,ADMIN-MLI-000000051,,c781c91e-7e42-4d6b-aeb4-83aeac4389c8
Cercle,Primary name,Koutiala,Level 2,,,,ADMIN-MLI-000000050,,452fca8d-470a-4e59-ab3a-a16d0899e1ff
Cercle,Primary name,Kolondieba,Level 2,,,,ADMIN-MLI-000000049,,bdbb53b4-634a-4dc8-918b-2b563e11d07b
Cercle,Primary name,Kadiolo,Level 2,,,,ADMIN-MLI-000000048,,01211b28-f41a-4324-a430-c61bd6d6ede0
Cercle,Primary name,Bougouni,Level 2,,,,ADMIN-MLI-000000047,,1c25c12c-84af-43c5-a0fd-d6e8c9a821cc
Cercle,Primary name,Tominian,Level 2,,,,ADMIN-MLI-000000046,,7caf1c33-eb7d-45e5-8415-44aa4d9b7006
Cercle,Primary name,Segou,Level 2,,,,ADMIN-MLI-000000045,,d4a7ef11-565a-4e04-a4b5-dd2ced4d81a3
Cercle,Primary name,San,Level 2,,,,ADMIN-MLI-000000044,,66f8f910-76bd-44d6-827e-b3d09d670575
Cercle,Primary name,Niono,Level 2,,,,ADMIN-MLI-000000043,,366d9b65-7746-4c10-b4f2-abcadad4dc62
Cercle,Primary name,Macina,Level 2,,,,ADMIN-MLI-000000042,,219fd72b-34d5-445a-890e-28f97993fe45
Cercle,Primary name,Bla,Level 2,,,,ADMIN-MLI-000000041,,d0975f76-ecaf-401b-abe8-2a50f4f3cae4
Cercle,Primary name,Baroueli,Level 2,,,,ADMIN-MLI-000000040,,262005e2-a0a2-4056-a435-408726fd9e4e
Cercle,Primary name,Youwarou,Level 2,,,,ADMIN-MLI-000000039,,5c964855-b1a6-4689-b854-29c069b72c49
Cercle,Primary name,Tenenkou,Level 2,,,,ADMIN-MLI-000000038,,69f954fa-2c8b-4d48-9f65-1d44ff825dd6
Cercle,Primary name,Mopti,Level 2,,,,ADMIN-MLI-000000037,,92f24436-c802-47db-82ba-77b21226069f
Cercle,Primary name,Koro,Level 2,,,,ADMIN-MLI-000000036,,b53b6335-39be-41a8-8e80-ed1c543e8cbb
,Primary name,Mueda,Level 2,,,,ADMIN-MOZ-000000022,,0af79ce4-8ec8-4c67-8622-ffc3567eb36d
,Primary name,Montepuez,Level 2,,,,ADMIN-MOZ-000000021,,cabc93ea-9b04-43d0-8335-57ee212c0983
,Primary name,Mocimboa da Praia,Level 2,,,,ADMIN-MOZ-000000020,,6945cd44-8b27-4bd3-93e6-d942dc88fb93
,Primary name,Meluco,Level 2,,,,ADMIN-MOZ-000000019,,0f4dcf14-a907-4890-8f62-9121a18d930f
,Primary name,Mecufi,Level 2,,,,ADMIN-MOZ-000000018,,b8f5f85b-98de-40a7-b4cc-e14ac015d8d5
,Primary name,Macomia,Level 2,,,,ADMIN-MOZ-000000017,,4ef0ae6f-135c-4841-aeeb-03e39c5c8f4e
,Primary name,Ibo,Level 2,,,,ADMIN-MOZ-000000016,,d900a593-81f7-414f-bec8-601ed55f9edb
,Primary name,Chiure,Level 2,,,,ADMIN-MOZ-000000015,,1a201622-246e-4cf3-82f2-8fc5e1df6cbb
,Primary name,Balama,Level 2,,,,ADMIN-MOZ-000000014,,a451753f-1beb-4da6-823b-a3029becd72c
,Primary name,Ancuabe,Level 2,,,,ADMIN-MOZ-000000013,,144ed89e-e24b-4c36-98ad-b77dae46b853
,Primary name,Lago niassa,Level 1,,,,ADMIN-MOZ-000000012,,cccd84f4-3c96-4c5d-ba54-0b4a6c8b54f9
,Primary name,Maputo,Level 1,,,,ADMIN-MOZ-000000011,,0b7a74fe-39ee-4a3b-a2cb-2bcf65097a5a
,Primary name,Zambezia,Level 1,,,,ADMIN-MOZ-000000010,,b0b1c27d-be19-490b-9439-7b470f92bd15
,Primary name,Tete,Level 1,,,,ADMIN-MOZ-000000009,,6c3a9def-cee7-4f0c-9753-be22cabb48e1
,Primary name,Sofala,Level 1,,,,ADMIN-MOZ-000000008,,e46ea877-6ead-4be6-a359-71c047b5c010
,Primary name,Niassa,Level 1,,,,ADMIN-MOZ-000000007,,d34b8acd-a206-4995-906e-2a5efa45fc68
,Primary name,Nampula,Level 1,,,,ADMIN-MOZ-000000006,,8499c578-729f-4ec5-909c-9e9a9479c13b
,Primary name,Manica,Level 1,,,,ADMIN-MOZ-000000005,,b97e2958-1c00-46b6-aca2-50e776a23698
,Primary name,Inhambane,Level 1,,,,ADMIN-MOZ-000000004,,85bf111b-029b-404c-afd3-b92481180e5a
,Primary name,Gaza,Level 1,,,,ADMIN-MOZ-000000003,,f28cda33-0e3a-4467-8e16-69e933c1f077
,Primary name,Cabo Delgado,Level 1,,,,ADMIN-MOZ-000000002,,96d484df-b558-454c-8799-5dcaa8ab9327
,Primary name,Mozambique,Level 0,,,,ADMIN-MOZ-000000001,,fec877fc-7e96-4c10-b8be-d7c2ad8c89fc
Cercle,Primary name,Bamako,Level 2,,,,ADMIN-MLI-000000060,,7f5594e7-050c-401b-8f52-05122b1a0e90
Cercle,Primary name,Kati,Level 2,,,,ADMIN-MLI-000000059,,375b6a48-f526-4d0e-b632-b7067bc2ea38
Cercle,Primary name,Tombouctou,Level 2,,,,ADMIN-MLI-000000058,,3b829b11-8340-437c-8aad-98e1579381ae
,Primary name,Jangamo,Level 2,,,,ADMIN-MOZ-000000047,,75da7379-80ed-4e9d-ab91-bce91bf78279
,Primary name,Inhassoro,Level 2,,,,ADMIN-MOZ-000000046,,8e0abc68-fd0d-4517-a175-383c1bd5aa49
,Primary name,Inharrime,Level 2,,,,ADMIN-MOZ-000000045,,f7e584c9-be0b-4228-b231-1623ed65b7e3
,Primary name,Homoine,Level 2,,,,ADMIN-MOZ-000000044,,2ea911eb-0831-457f-b89f-b1e6e091b2ac
,Primary name,Govuro,Level 2,,,,ADMIN-MOZ-000000043,,68711bfe-3603-4460-8cec-e73a4ea10bd6
,Primary name,Funhalouro,Level 2,,,,ADMIN-MOZ-000000042,,5ad0ec1d-0121-416b-b6ab-49197820a148
,Primary name,Cidade de Xai-Xai,Level 2,,,,ADMIN-MOZ-000000041,,3341c363-fe2e-44a1-9cca-9f76f4e334e6
,Primary name,Xai-xai,Level 2,,,,ADMIN-MOZ-000000040,,03eb8483-effd-40da-8f8d-385ab7c236ac
